id,text,historical_reply,intent,expected_action,review_notes
8304,@116333 @115858  can your team let me know why my new iPhone 6 always has hanging problem I do not know what the problem is by I know I feel I am cheated by apple for phone 📱 do I ?,@117457 We'd be concerned with an unresponsive device too. Let us know your iOS version in DM and we'll help: https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
8308,@AppleSupport I don’t know. I need the space though. How do I get rid of some snapshots,@117459 Finder and Get Info windows don't include snapshots in their calculations so that's not the root cause. Let's meet within DM: https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
8310,@AppleSupport Its slowing down my mac a lot,"@117459  Is 25 GBs what you have left after the snapshots were created on the drive though? Or, were you low on space prior to snapshots?",other,escalate,AI-assisted preliminary label; requires human review
8313,@AppleSupport i have 256 hd and timemachine/system is taking up 150gb of space. I only have 25gb free. Is it suppose to work like this?,@117459 Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: https://t.co/03O2CionXW,other,escalate,AI-assisted preliminary label; requires human review
8315,@AppleSupport Thank you,@117460 You're very welcome! Please feel free to reach out to us again if you need any more help. Have a great day!,other,escalate,AI-assisted preliminary label; requires human review
8316,@AppleSupport  https://t.co/Pk9RhMiLjh,@117460 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
8320,@115858 @AppleSupport iOS 11.1 should never been released. So many bugs. The statusbar randomly disappears in Facebook app,@117460 We'd like to look into the trouble you're having. Does this only occur in the Facebook app?,technical_problem,auto-handle,AI-assisted preliminary label; requires human review
8340,@AppleSupport only 8 attempts to open the twitter app and complain about the iOS 11 messing up my iPhone 7 - this is slowing down my life :(,@117466 We'd like to look into this with you. Please DM us details and we'll be glad to work with you towards a resolution. https://t.co/GDrqU22YpT,technical_problem,auto-handle,AI-assisted preliminary label; requires human review
8420,@AppleSupport Chat doesn’t seem to work in Germany. On the order page I cannot leave comments …,"@117481 If you are unable to access these resources, let's get you connected with our local AppleCare Support team to get you to our Online Support group: https://t.co/zDY8Np0kg6",delivery_tracking,escalate,AI-assisted preliminary label; requires human review
8422,"Dear @115858, I have an online order which I never received - who can I talk to?",@117481 We want to help out. Look here to talk with our Online Support:  https://t.co/8yjRd1Xo0i,delivery_tracking,auto-handle,AI-assisted preliminary label; requires human review
8435,@AppleSupport I need an actual human to help me,"@117484 Understood. For further help with your Apple ID, connect with one of our Apple ID Advisors here: https://t.co/UJm15vmMM2",other,escalate,AI-assisted preliminary label; requires human review
8437,@115858 suck! Upgrade phone &amp; I lose my Apple ID. Can’t get new id without old &amp; can’t book Genius bar help appointment without ID!!! #stupid,"@117484 We're happy you reached out so we can find you the info you need. If you forgot your Apple ID, go to the Apple ID account page: https://t.co/ggVDoc1mU7 From here, click ""Forgot Apple ID or password?"" then click ""look it up."" From here, follow the on screen prompts.",other,escalate,AI-assisted preliminary label; requires human review
8542,@115858 needs to figure it’s shit out. My phone won’t stop freezing &amp; closing apps 🙄😡,"@117500 Let us help. Does this happen while using any specific app? Also, which version of iOS are you currently running?",cancellation,auto-handle,AI-assisted preliminary label; requires human review
8544,"@AppleSupport no, my photos aren’t gone. why are there four (five actually, one isn’t pictured) albums in my photos all labeled twitter?",@117501 Got it. Please continue with us by reaching out to our Photos app experts: https://t.co/IBIY3vMgPj,other,escalate,AI-assisted preliminary label; requires human review
8545,what the fuck @115858? https://t.co/oHhvAW2pqh,"@117501 We're here for you. Let's work together to locate your photos. Did you just recently restore your device, by any chance?",other,escalate,AI-assisted preliminary label; requires human review
8548,@AppleSupport lil help? https://t.co/3cl8aEdWdr,@117502 We'd love to help. DM us which iOS device you are experiencing this issue on to get started. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
8553,@AppleSupport ya.. i did that way like 3-4times for make my screen finally worked out. whats the causes anw?  what tips to prevent it wont happen again?,"@117503 We wouldn't want to speculate into the cause, but please send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT",other,escalate,AI-assisted preliminary label; requires human review
8551,@AppleSupport ya.lately my screen was disfunction for touch after its been restart. i couldnt enter passcode yet homebutton still figureout my fingerprint,"@117503 For security, the passcode is always required even if you have Touch ID turned on. Are you still having touch screen issues?",other,escalate,AI-assisted preliminary label; requires human review
8557,"@AppleSupport is that safe if we disable passcode for unlock iphone? i mean,is the fingerprint still worked out? i think dat would be enough",@117503 We want to make sure we understand the issue. Are you wanting to disable the passcode and still use Touch ID?,other,escalate,AI-assisted preliminary label; requires human review
8559,@AppleSupport Yes I️ just did that today.,"@117504 OK, please DM us, so we can work together on this. https://t.co/GDrqU22YpT",other,escalate,AI-assisted preliminary label; requires human review
8568,@115858 wtf y’all got going on with my emojis 😐 I’m seeing boxes and shit,@117506 Hey there. 70 new Emoji have been released with iOS 11.1. Update to that and let us know how it goes.,other,escalate,AI-assisted preliminary label; requires human review
8573,@AppleSupport Thank you.,"@117508 You are most welcome. If there is anything we can do to assist you in the future, please don't hesitate to reach back out.",other,escalate,AI-assisted preliminary label; requires human review
8574,@AppleSupport this is the second Fishing email that I have gotten in 2 days https://t.co/WG3DvyKLSj,@117508 We are here to help. Please refer to the following article for steps to report these emails: https://t.co/yGvlh3cZ5Y,other,escalate,AI-assisted preliminary label; requires human review
8577,@AppleSupport since upgrade to High Sierra I see this screen each time my iMac reboots thus defeating automatic login I need. Help. https://t.co/z9trEHnGbP,"@117509 Thanks for reaching out to let us know about this. So we can look into this with you, please DM us here: https://t.co/GDrqU22YpT",technical_problem,auto-handle,AI-assisted preliminary label; requires human review
8579,"@AppleSupport I bought 2 iPhones X on Friday, but I don’t see any charge on my credit card. Do I should worry or it’s normal?","@117510 Thanks for reaching out to us. Please send us a DM with your country, and we'll look into this. https://t.co/GDrqU22YpT",billing_refund,escalate,AI-assisted preliminary label; requires human review
9151,"@AppleSupport Well, I️ was running 11.0.3, and now 11.1. Issue persists.",@117639 Thanks. Please DM us and we'll continue this conversation there. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9154,@AppleSupport @117639 I’m having the same issue!!! Just started today!,@117640 Lets help get this sorted. Please DM us the version of iOS you're using and we can go from there. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9158,@AppleSupport It’s showing it’s connected and the battery is decreasing.,@117641 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9160,I got my phone yesterday and it’s already not charging thanks @115858 🙃,@117641 We want to make sure you can charge and enjoy your new phone. Is it not showing as connected to power when plugged in?,other,escalate,AI-assisted preliminary label; requires human review
9165,Can I undo this iOS update? This is horrendous and dealing with phone frustration during 75% of my 150 mobile uses each day is not acceptable @115858,@117643 We'd be happy to help. Send us a DM with a few details. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9169,@AppleSupport iOS11.1 consumes battery pretty fast....,"@117645 Let's see how you're using your battery so we can provide the best solution. To start, DM us with the country where you're located. https://t.co/GDrqU22YpT",other,escalate,AI-assisted preliminary label; requires human review
9170,11.1にあげたらTwitter少し見てるだけだし低電力モードなのに20パーへったぞ。デバイス本体ごと取り換えて数ヶ月だし今回のアプデはミスだな。バッテリー消費悪化してる。 @AppleSupport,@117645 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,other,escalate,AI-assisted preliminary label; requires human review
9174,"Bienvenida sea la multi tarea al 3D touch en iphone, gracias @AppleSupport  #newupdate",@117646 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,other,escalate,AI-assisted preliminary label; requires human review
9176,@AppleSupport the new update is making my phone so funky. Check out the emoji and the letter I️. Is there a fix? https://t.co/9EpjZmt5ZC,@117647 We'd like to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9178,@AppleSupport what’s up with typing the letter I️ ... it wants to be an A and a box with a question mark,@117648 We'd like to help. We received your DM and will continue there. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9180,"@AppleSupport I bought an iTunes gift card worth £15 a week ago, and the email still hasn’t come into my inbox to tell me the code. Helpppp",@117649 We're here for you. You'll need to contact our iTunes Store group for help with iTunes codes: https://t.co/SDIe7UiyJN,other,escalate,AI-assisted preliminary label; requires human review
9182,"@AppleSupport Okay, I️ updated my phone the newest version",@117650 Thank you for the update. DM us here to continue: https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9184,@AppleSupport I️ have 11.0.3,"@117650 The first step we want to take is to back it up, then update it to iOS 11.1 to rule that out: https://t.co/80YRnjDFDk",other,escalate,AI-assisted preliminary label; requires human review
9187,@AppleSupport hey apple ! What is going on with the iPhones ?? Every time I️ type the letter “I️” I️ get a symbol. Which you see right now!,@117650 Let's team up and get the exclamation point working right. Which model do you have? Is iOS 11.1 installed?,other,escalate,AI-assisted preliminary label; requires human review
9189,"@AppleSupport My screen is lagging, my apps are all glitching, your new screen updates are slowing my processsing speed down. Y’all are killin me fr yo","@117651 Is this happening only with certain applications? Meet up with us in a DM, we'll continue there. https://t.co/GDrqU22YpT",other,escalate,AI-assisted preliminary label; requires human review
9190,Hey @115858 just wondering why this new update has had my phone going bananas all day so far?? Please enlighten me.,@117651 You've come to the right place. What seems to be going on with your phone?,other,escalate,AI-assisted preliminary label; requires human review
9193,Ayo @AppleSupport fix this whole question mark box ting dem shits annoying.,"@117652 Hi, can you tell us more about this in a DM? We'll look into this together from there. https://t.co/GDrqU22YpT",other,escalate,AI-assisted preliminary label; requires human review
9195,@AppleSupport I bought an iPhone 8 with AppleCare+. Wanting to return the iPhone 8. What happens with the AppleCare+?,@117653 Thanks for contacting us. We'd like to gather some info to help out. Let's meet in DM. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9197,@AppleSupport But would it work with another phone brand?Like LG galaxy phones?,"@117654 Currently, only iPhones with iOS 10 or later are supported.",other,escalate,AI-assisted preliminary label; requires human review
9198,@AppleSupport Does the person you send it too also have to have a iPhone to see this?I see it on my phone.,@117654 Great question. They must have a device with iOS 10 or later. Here's some more information: https://t.co/GCtGkHihKu,other,escalate,AI-assisted preliminary label; requires human review
9304,@AppleSupport why are my I ‘s changing into I️ ?!!!!!,@117655 Interesting. Let's look into this. Which iOS version is showing in Settings &gt; General &gt; About?,other,escalate,AI-assisted preliminary label; requires human review
9827,Damn the new emojis @115858. Will my battery still go from 65% to 40% after one snap?,"@117805 We're happy to help. Are you experiencing battery issues, when using certain app?",other,escalate,AI-assisted preliminary label; requires human review
9829,@AppleSupport started before downloading 11.1 (was never able to download 11.0.3). hasn't gotten better since update,@117806 Let's continue within DM here: https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9831,@applesupport please help us lmao https://t.co/EngGZoVACe,@117806 Your keyboard is important and we'd like to help get it working right. When did this start and which device model is it?,other,escalate,AI-assisted preliminary label; requires human review
9834,@AppleSupport 11.0.3,@117807 Thanks. Let's continue the conversation in DM. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9835,Dear @AppleSupport why is my letter I️ not working by itself in email or text? When I️ type the letter “I️” the attached happens. https://t.co/2qZ7Tjx5cF,@117807 We're here to help. Which version of iOS do you have installed on your device? You'd see this in Settings &gt; General &gt; About.,technical_problem,auto-handle,AI-assisted preliminary label; requires human review
9838,@AppleSupport updating xcode via appstore. 7-min remaining 6-hr ago. 1-min rem for over an hour. Why? My net bandwidth is good.,@117808 We'd like to help any way we can. Are other apps able to be downloaded on your device? Which model is it and which OS version?,other,escalate,AI-assisted preliminary label; requires human review
9840,"@AppleSupport mi iPhone no se puede conectar a la red wifi privadas pero si a las free, que hago 😢",@117809 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,other,escalate,AI-assisted preliminary label; requires human review
9842,@AppleSupport I said the battery is dying too fast. Is that because of the new iOS 11.0.3? I’m pretty worried about it 😕 I can’t trust my phone anymore,@117810 We're here to help. Let's update your device to iOS 11.1 and test to see if the issue persists: https://t.co/80YRnjDFDk,other,escalate,AI-assisted preliminary label; requires human review
9843,FOCO AQUI @AppleSupport Q Q TÁ ACONTECENDO ~ iOS 11 guloso https://t.co/Eonz2w9xPi,"@117810 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",other,escalate,AI-assisted preliminary label; requires human review
9847,@AppleSupport iMessage &amp; snapchat,@117811 Thanks for letting us know. Send us a DM and we'll do everything we can to get your keyboard back on track. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
9848,@AppleSupport hey my i on my keyboard isn't working and i just updated my phone to the latest IOS,@117811 Thank you for reaching out. May we ask which apps you're seeing the keyboard issue with?,other,escalate,AI-assisted preliminary label; requires human review
10667,"Ok, @ATT and @115858 figure your collective shit out. The error when attempting to type “I am” &amp; getting weird ASCII characters is stoopid.",@117958 Let's look into this keyboard issue for you. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,technical_problem,auto-handle,AI-assisted preliminary label; requires human review
10669,"@AppleSupport /2...2 docs did open, duplicated themselves, now none open after I closed them.",@117959 Please send us a DM and we will go from there. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
10671,"@AppleSupport So, since updating the latest iOS, Pages no longer lets me open any docs, all show,  just don’t open. Suggestions? Anyone?","@117959 Can you confirm what version of iOS you updated to? Also, have you tried restarting your device?",other,escalate,AI-assisted preliminary label; requires human review
10674,"@AppleSupport after I upgraded my iPhone to iOS 11.0.3, the back camera and the flash stopped working. Could you do something?","@117960 Hi, we'll be happy to help. To start, let's give the troubleshooting steps in this article a try: https://t.co/r1DRfaFLIU",other,escalate,AI-assisted preliminary label; requires human review
10677,"@applesupport just updated Apple Watch to 4.1. Is ESPN radio etc only available in USA, can’t get it on my watch in the UK",@117961 We want to help you. That station may not be available. Availability of live stations varies depending on your location.,product_information,auto-handle,AI-assisted preliminary label; requires human review
10679,Depois da ultima atualizado do IOS a bateria do IPhone 6 tá durando quase nada @115858 @AppleSupport,"@117962 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",other,escalate,AI-assisted preliminary label; requires human review
10681,@115858 why is it impossible to Type “I” without a stupid box with a question mark. #notimpressed #fixit,@117963 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
10683,@AppleSupport Baje la App de @701 la cual es gratuita y me llego un cargo de $18.11 Pesos ¿cuál es el motivo?,@117964 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,technical_problem,auto-handle,AI-assisted preliminary label; requires human review
10685,@AppleSupport I️ figured it out thanks 🤘🏽,@117965 Awesome! It's our pleasure. Feel free to reach out anytime a question comes up.,other,escalate,AI-assisted preliminary label; requires human review
10687,@115858 why everytime I️ type an “I️” this extra A and box pops up ??,"@117965 Let's work on a solution together. To start, which device model and exact iOS version are you using?",other,escalate,AI-assisted preliminary label; requires human review
10689,updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,@117966 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
10691,Downloaded new software update and my iPhone 6S in perfect condition magically became inoperably glitchy. What a coincidence @AppleSupport,@117967 We want you to have a smooth experience with our updates. What exactly is happening with your iPhone?,other,escalate,AI-assisted preliminary label; requires human review
10693,@AppleSupport Well it is now 11 days after and still no sign of it,@117968 Thanks for letting us know. Please send us a DM with the current country you're in. https://t.co/GDrqU22YpT,other,escalate,AI-assisted preliminary label; requires human review
10694,@AppleSupport why do I not have my October challenge ring after competition? 😡😡,"@117968 If you complete an achievement, but don't earn the award, you will earn the award within 9 days of completing the challenge.",other,escalate,AI-assisted preliminary label; requires human review
